0ab7e3efacd56983f16503572d2b9915,5113101,2
84dfd3f91dd85ea105bc74a4f0d7a067,5113101,1
c9a47fd59b55967ceac07cac6d5f270c,3718526,3
84dfd3f91dd85ea105bc74a4f0d7a067,3718526,4
6bc5e44fef84ceca6167a9ada2ec70e6,3718526,4
86dd268419a02513163814b3650e4cac,10514820,3
84dfd3f91dd85ea105bc74a4f0d7a067,10514820,3
946c40119cf6ac3f9a9e6e645a0fe23e,4824996,4
c98155000a3420758910ac19414b7118,4824996,5
bd3ba3fc3a4f3c925ef3dfe1b8ecec38,4824996,5
e4e41a7765b5fe37bd096aeef97cb113,10514820,2
7a48f067cb5c3ef981fd9d43c6fcd3f7,10514820,1
100bbee5de2345519452b3348745733e,10514820,4
b3e4ac4a79a0b996d5fb65c23acf4690,10514820,1
84dfd3f91dd85ea105bc74a4f0d7a067,10514820,3
1ab2413c7fc9c8dded02b4639a9b185b,4824996,5
05305f812f7fb658be6543f5f7867e7c,4824996,5
f70064710785fe85f4248a76343b8fbf,4824996,5
1d0010c5c5690b5ed9c94b1c5bf483ac,4824996,5
e7b5be1c1545909c84aa14e0c7773f73,4824996,4
c7977c97baf4508029fa9279a0d5a7a8,4824996,5
7a48f067cb5c3ef981fd9d43c6fcd3f7,10514820,2
8eedd8be6187629b846b6d129ee655a0,10514820,1
0698e877c92e177d682d470b4f9bbf84,10514820,4
7f1a11e321a4c243aba4a75ced02ed96,4824996,5
6bc5e44fef84ceca6167a9ada2ec70e6,4824996,5
1594430dbf95b0e4df18f1c703222ee7,4824996,4
7a48f067cb5c3ef981fd9d43c6fcd3f7,4824996,5
8d2f73e72ce0e24841afe439be5d40e8,4824996,5
6a8ffdc137b84bc589ae7117088e7389,4824996,5
4fba499609011066e51d69137c99a54a,10514820,4
796130da487ee02320f820d5ffc1be89,10514820,3
b6a1d2c38c19ffc70ab5abe474a44c5c,10514820,3
c207e44fcc36dfbb8f29330e3244801d,10514820,3
f70064710785fe85f4248a76343b8fbf,10514820,3
100bbee5de2345519452b3348745733e,10514820,1
0698e877c92e177d682d470b4f9bbf84,10514820,5
6133c2837a83ef76268c62cab751d5f9,4824996,4
d6cbe2c85109ac09b62a4d7a0407e327,4824996,5
c98155000a3420758910ac19414b7118,4824996,5
7a48f067cb5c3ef981fd9d43c6fcd3f7,4824996,5
43b865c577221a1988f83ff152f8f637,4824996,5
68e3f25e7076ddcbc033020c4f2e427f,3212362,4
ad5038f222b39c9178277febd896619f,3212362,1
16033ea036dc3748b076c72c3ff4d020,3212362,1
d82f3204b2c4de5ec1e3d8726f569e3c,20433357,2
7a48f067cb5c3ef981fd9d43c6fcd3f7,20433357,3
15ab8109860b1c178fdafbe76523c60a,20433357,3
100bbee5de2345519452b3348745733e,20433357,3
43b865c577221a1988f83ff152f8f637,20433357,1
bd655aec855e56d4c21d928cf9151cde,20433357,1
5f549cfd857a2dd4b2577365eb6a9b2f,20433357,2
68412b7e2dbbd98d567f0694da8962d7,20433357,2
757f2647deec708fe714967dbdbc8bce,20433357,2
84dfd3f91dd85ea105bc74a4f0d7a067,20433357,1
302688c84ca53b9a2d99abe7967b82d7,20433357,4
72e2abb706c98d6528806269393863f6,20433357,2
100bbee5de2345519452b3348745733e,20433357,4
53d3d577099f63bcfdc4700fd062cb36,20433357,3
21a11752558fa7b126e58a2780c08e65,20433357,4
4533c93204dbf2610e4aadb3cfc3d380,20433357,2
857066f42376e0300e3c12ae063884d3,20433357,2
7a74ffa52f8dd58a44583e1fc48ff2e6,20433357,1
e1de4339962619194c12ec86b9394f62,20433357,1
696743e481fa400197622615977294de,20433357,3
11fd1283f6bcf29207a1e1969bee863e,6785977,3
37d7ccce75a0f786fd94b7bf10113805,6785977,4
4799f6881ef931dc6fb3ab49d0089294,6785977,2
84dfd3f91dd85ea105bc74a4f0d7a067,6785977,3
43b865c577221a1988f83ff152f8f637,6785977,1
bd655aec855e56d4c21d928cf9151cde,6785977,1
deba74f84804f745ee7ba1d28025aba5,6785977,1
21a11752558fa7b126e58a2780c08e65,4824996,5
fbf21b0e57293bc221ebda0e2652c9a0,4824996,5
100bbee5de2345519452b3348745733e,4824996,5
43b865c577221a1988f83ff152f8f637,4824996,5
ec0f8d2a7679baea47e3555e62335957,4824996,5
11fd1283f6bcf29207a1e1969bee863e,4824996,4
98ba76ef02d3cf52f3890f16d16e0214,4824996,5
f339250775085ab8200651fbc973a836,4824996,5
da1cacb8c3c294177f27214328750357,4824996,4
3b39a2479dda65c72ee0fd58f381625a,4824996,5
5f549cfd857a2dd4b2577365eb6a9b2f,4824996,5
873a91806a328965db2a4f03e5fd0647,4824996,5
3e3740880b84b6eb3c0e1c2e5660142c,4824996,5
48dfb0e3fc5c3ec7e3812b815e92358d,4824996,4
75eb528dd2fc47c93fea1bd14b7c0505,4824996,5
21a11752558fa7b126e58a2780c08e65,4824996,4
cf3f7fc0baae6ff80cdab57a75ab00fc,4824996,4
ff83330dfda71ffafd6c02dd47027975,4824996,5
5876636b6eb3c3b4c871735f42251f77,4824996,5
472613a6fe5e656ff91fc919f942387a,4824996,5
84dfd3f91dd85ea105bc74a4f0d7a067,10514820,5
99c3d75c595734665f30bb09426d0ee9,10514820,3
3b39a2479dda65c72ee0fd58f381625a,10514820,5
bd655aec855e56d4c21d928cf9151cde,10514820,2
a0283263fe3b82ebec8b217849076123,10514820,4
0cf2f3fb02bb5c86430434d2560d77fc,10514820,5
24750b4b6bf4133ffea48af4d4b7af1a,10514820,3
60c98e71f01419aa1d4a5c77922ca9d0,10514820,2
386dd381a595e4d632c6f4a72fa2bc7a,10514820,1
37c5c5dff905e93b45b0976ea7319864,10514820,5
f70064710785fe85f4248a76343b8fbf,10514820,5
6ecf1b7a0baf92172b52b402b3e6b564,10514820,4
378ce893c2da74185d8d1ac98cfc72ca,20433357,1
43b865c577221a1988f83ff152f8f637,20433357,2
c98155000a3420758910ac19414b7118,20433357,1
2e42041a7d26f9678d518d43d111cb85,20433357,1
594a2000755a7b24e1a10e1829c87f50,20433357,4
9c2e8e42cd0f5440440400118b773215,20433357,1
f70064710785fe85f4248a76343b8fbf,20433357,2
ab50e7e77051edfd14bfe97dd2dd385b,20433357,3
eb5833a6eac8adb5be771b6316c77bbd,20433357,3
bd655aec855e56d4c21d928cf9151cde,20433357,5
1d269303bc77b8c45b00225ac11de9e2,20433357,5
91e3528d047c72f89672fb6fa0f98408,20433357,4
741b290da0affe67df6967724a8e0aa5,20433357,3
3b39a2479dda65c72ee0fd58f381625a,20433357,1
cfd5a70b8498526f1fe28e12610730f2,20433357,2
7ff1d95e920137b8d55329c856c17d4a,20433357,1
84dfd3f91dd85ea105bc74a4f0d7a067,20433357,2
fa67e001a64ede837ff75c8bac078470,20433357,3
3faaf93f7de6bde323fe22fe3aef8607,20433357,1
f799e59ac64b8905052285952242cf72,20433357,5
78d0fb49bf678441f728dc782dfab982,25885396,2
e06aa2c79d63fd9844e704fb02004a32,25885396,3
5f549cfd857a2dd4b2577365eb6a9b2f,25885396,2
f70064710785fe85f4248a76343b8fbf,25885396,3
43b865c577221a1988f83ff152f8f637,25885396,4
c98155000a3420758910ac19414b7118,25885396,2
24f97952deb3ea27fc35c2559a075470,25885396,3
54037ad89ce36837222f6931b2d77d5e,25885396,3
34a29c76646c678ac51f5d6300211fe2,25885396,2
343f2e09efd98ba7766a8cbd68ec8eb4,25885396,2
b3bdea070addd5b0942f115fddce837d,25885396,1
bd655aec855e56d4c21d928cf9151cde,25885396,3
b8eabdf0b5bb94a219eb0218c853ec4d,25885396,3
0e9c9005752b3cbb4b7e36b0cfa98543,25885396,1
3dd22569a1463f5877d8f31f8d8a3f51,25885396,4
1c858374678f175616dff8269d680200,25885396,3
89c5a02bd46080e5462b483ca8f183fb,1300319,4
3b39a2479dda65c72ee0fd58f381625a,1300319,3
7fbf860fd12e0a3d1b4f3beef78bc4e7,1300319,4
c98155000a3420758910ac19414b7118,1300319,2
77e2801c3a3865e417dbc7ce3c254db6,1300319,3
9645d197e6eb271b6100ad12c8ab5292,1300319,5
09dd4772983d8c204fd01052c4bef7f2,1300319,4
0730fcce0741794b022822ef57b3f47b,1300319,3
15798db653ea68caa1b4d61c4e493679,1300319,4
fe57c09aa43b5da1f4dd36a3f228cf65,1300319,3
5f549cfd857a2dd4b2577365eb6a9b2f,1300319,2
a4865b6e52683a5026ee0028c3a1b466,1300319,4
6f4c612d7260103713d2ffaeb5d1d139,1300319,2
7f348422e3423ac03943f05bbe27b0e9,1300319,4
02092e6734ee9ef31f6998707238a80b,1300319,4
84dfd3f91dd85ea105bc74a4f0d7a067,1300319,3
8e2f248a5cb267d40bf8813d20b653e8,1300319,4
e12d3350e188f48b2f45031c6fb89d10,1300319,4
ea9ddaba45682e914e7185794e8cfac6,1300319,3
25464080601398d1567d49bad41f9e70,4824996,4
21dba34de7ca20ed17ab7fd554f49781,4824996,5
302688c84ca53b9a2d99abe7967b82d7,4824996,5
dc247aed0f4859c41e4671a02f50e548,4824996,4
69f27b53259e3d0126ac4875f66b8ea9,4824996,4
48618825c3d3e3786ff0039f950b8564,4824996,5
1594430dbf95b0e4df18f1c703222ee7,4824996,5
13e2c111f18064030000fd45ba5ceba6,4824996,5
84dfd3f91dd85ea105bc74a4f0d7a067,4824996,3
828ef8a88bc3460eb9b52ec040940fc1,4824996,5
b2847ed4409e5eaf00bb442548161fa5,4824996,4
1abd988cf9e9ca458ee9531b251f3797,4824996,4
bbf2606f5ff05b2ab78de7c129a2a3ab,4824996,4
56c79ea7aa5f2a31fff75607bfc79f02,4824996,4
7ab8ca2fac9ce171375cdc067258fae5,4824996,5
df0b4a3fd01da507eab1fd7d1999022a,4824996,4
4af123768270777501c9ee8b752b9de6,4824996,4
b49657bb72a32b6b32ecdaf83426d193,4824996,4
2a297e5d385fdde9152b84eb1b299b1b,4824996,4
5957fbd0ad53faed36bf41eab22b15f8,20433357,4
3e923a50d2eed11b6bd2becbcab2b6a9,20433357,4
3b39a2479dda65c72ee0fd58f381625a,20433357,4
9c805ad773ebdba50ba043af97572d0e,20433357,4
8b8cd95cbe44eae10eff97940f4c374f,20433357,5
7e23d7b1db077bcb72501b8b6a087835,20433357,3
6de7ed53c559983a5821f75cfdab5d04,20433357,5
302688c84ca53b9a2d99abe7967b82d7,20433357,4
e8591cc047e972125dd83c2735d41516,20433357,3
de1e575b37ec0cb7ecc0dc95f0a433db,20433357,1
1594430dbf95b0e4df18f1c703222ee7,20433357,2
8565a21f1bd3be99bf64b389bacf540d,20433357,1
32c468ee1ec784bb4f9392a9ccf34ff7,20433357,4
c338e991bf0ccb21a676beac58323ab4,20433357,2
4dc948d682528d299451c89fdcde7e06,20433357,4
3917c1b1b030c6d249e1a798b3154c43,2371880,4
1594430dbf95b0e4df18f1c703222ee7,2371880,4
2fd21a310e3e9f2a85ccd2fcae992fcb,6038246,3
9b2e05077d32c42dab979c3c8695d8eb,6038246,3
8e15b590590221b47cde96af5103d2be,6038246,3
302688c84ca53b9a2d99abe7967b82d7,6038246,3
84dfd3f91dd85ea105bc74a4f0d7a067,6038246,3
